,국가,대학교명,내용,요약,요약번역,분류,5분류
314,호주,RMIT,"3. Making biodiesel from dirty old cooking oil
Researchers have developed a powerful, low-cost method
for recycling used cooking oil and agricultural waste into
biodiesel, and turning food scraps and plastic rubbish into
high-value products. The method harnesses a new type of ultraefficient
catalyst that can make low-carbon biodiesel and other
valuable complex molecules out of diverse, impure raw materials.
Waste cooking oil currently has to go through an energy-intensive
cleaning process to be used in biodiesel, because commercial
production methods can only handle pure feedstocks with
1-2% contaminants. The new catalyst is so tough it can make
biodiesel from low-grade ingredients, known as feedstock,
containing up to 50% contaminants.
It is so efficient it could double the productivity of manufacturing
processes for transforming rubbish like food scraps,
microplastics and old tyres into high-value chemical precursors
used to make anything from medicines and fertilisers to
biodegradable packaging.","Researchers have developed a powerful, low-cost method for recycling used cooking oil and agricultural waste into biodiesel, and turning food scraps and plastic rubbish into high-value products.", 연구원들은 사용한 식용유와 농업 폐기물을 바이오디젤로 재활용하고 음식물 찌꺼기와 플라스틱 쓰레기를 고부가가치 제품으로 바꾸는 강력하고 저렴한 방법을 개발했습니다.,12,2
14,남아프리카 공화국,Pretoria,"Managing wasteOur approach to managing waste is underpinned by a circular economy outlook. Thisincludes managing the threat posed by waste, as well as exploring opportunities tocreate value from waste. Various categories of waste are managed by the University,and waste management spans the spectrum of reducing generation; reuse, recyclingand repurposing; and appropriate disposal.Hazardous waste includes medical and chemical waste, animal carcasses used inresearch, and fluorescent tubes. Some laboratories require certification and permittingfor the release of effluent. Management of hazardous waste is undertaken by certifiedprofessional service providers, with strict adherence to protocols.For other forms of waste, reuse, recycling and repurposing play an important role inour waste management programmes and the entire campus community is engaged inefforts to reduce waste that goes to landfill sites. Waste for recycling includes paper,polystyrene, commingled substances (glass, plastics and cans), books, fluorescenttubes, e-waste, printer cartridges and batteries. Special arrangements with external36 Our contribution towards achieving the Sustainable Development Goals | 2020 Progress Reportpartners are in place for refilling printer cartridges, toner bottles, fluorescent tubes ande-waste.Linking waste management to our land management and biodiversity programmes,the University is certified to produce compost from green non-wet waste and mulchfrom trees and bark. This is used as part of the organic fertiliser protocol used on ourextensive network of sports fields and sports turf areas. In 2019 a parallel food-tocompost programme was initiated, using food waste from on-site restaurants. In 2020however, with COVID-22 restrictions and consequent reductions of people on campus,there were dramatic reductions in food waste generated","The University of Cape Town's waste management programme aims to reduce, reuse and recycle as much waste as possible."," 케이프타운 대학의 폐기물 관리 프로그램은 가능한 한 많은 폐기물을 줄이고, 재사용하고, 재활용하는 것을 목표로 합니다.",13,2
18,남아프리카 공화국,Pretoria,"Design, biodiversity and open spaces In the previous section on our planetary boundaries, we discussed the role of planning and design for effective environmental management. New construction has biodiversity embedded into its design, such as our recently completed Future Africa Institute and Engineering 4.0 complex. Taking the thinking further, the Department of Architecture has a programme investigating the introduction of plant species to open spaces to promote the country’s vast biodiversity, as well as to provide local distinctiveness in places for social interaction. The department is undertaking a research project which explores the survival of native plant palettes in urban contexts, and the degree to which these native plants contribute to biodiversity, sense of place and food production. The University additionally hosts the Manie van der Schijff Botanical Garden Collections, which showcase many endemic species, including the IUCN red-listed aloe and cycad collection. We are a member of Botanical Gardens Conservation International and a registered Scientific Institution at CITES","The Department of Architecture at the University of Cape Town has a programme investigating the introduction of plant species to open spaces to promote the country’s vast biodiversity, as well as to provide local distinctiveness in places for social interaction.", 케이프 타운 대학교 건축학과는 국가의 광대한 생물 다양성을 홍보하고 사회적 상호 작용을 위한 장소에 지역적 특성을 제공하기 위해 열린 공간에 식물 종의 도입을 조사하는 프로그램을 가지고 있습니다.,15,2
185,영국,Glasgow,"Our postgraduate programme in Sustainable
Water Environments provides students with
multidisciplinary knowledge and expertise in
river catchment, lake and coastal environments,
with a focus on the impact of, and adaptation
to, changing environments. The programme
is designed to enable students to develop
an in-depth and critical understanding of
contemporary global issues in surface water
environments, including climate and land use
change, flood risk, restoration, ecosystem
health, and associated management
perspectives.","Our postgraduate programme in Sustainable Water Environments provides students with multidisciplinary knowledge and expertise in river catchment, lake and coastal environments, with a focus on the impact of, and adaptation to, changing environments."," 지속 가능한 물 환경의 대학원 프로그램은 학생들에게 변화하는 환경의 영향과 적응에 중점을 둔 강 집수, 호수 및 해안 환경에 대한 다학문 지식과 전문 지식을 제공합니다.",14,2
491,뉴질랜드,Auckland,"Estate Strategy – Te Rautaki Tūāpapa /The University is finalising its 2021 – 2030 Estate Strategy. Animportant aspect of this strategy is improving the sustainability profileof existing structures in terms of water conservation, energy efficiencyand overall carbon footprint, as well as obtaining good externalratings for new structures in these same areas. The policy calls for theUniversity to achieve a net-zero carbon estate by 2030, and to embedthe Sustainable Development Goals at the heart of all estate-relatedactivities by ensuring activities are environmentally, economically andsocially sustainable.","The University of Auckland's estate strategy aims to improve the sustainability profile of existing structures in terms of water conservation, energy efficiency and overall carbon footprint, as well as obtaining good externalratings for new structures in these same areas."," 오클랜드 대학교의 부동산 전략은 물 절약, 에너지 효율성 및 전체 탄소 발자국 측면에서 기존 구조물의 지속 가능성 프로파일을 개선하고 동일한 영역의 새 구조물에 대해 우수한 외부 평가를 받는 것을 목표로 합니다.",13,2
218,캐나다,York,"SCHULICH PARTNERS WITH THE UN TO STUDY HOW CLIMATE CHANGE IMPACTS REAL ESTATE VALUES
The impact of climate change on real estate
values was the key focus of new research by
York University’s Schulich School of Business in
partnership with the United Nations and the Henley
Business School in the U.K. The research was
commissioned to support real estate investors in
correlating recent extreme weather events to real
estate values and prices, and how risk should factor
into future projections. Their report shows that
physical climate risk is fundamental and
critical to all real estate investors, but
there is a lack of information on how
these risks could affect property values
in the long term. Learn more here.",The impact of climate change on real estate values was the key focus of new research by York University’s Schulich School of Business in partnership with the United Nations and the Henley Business School in the U.K., 부동산 가치에 대한 기후 변화의 영향은 유엔 및 영국의 헨리 비즈니스 스쿨과 협력하여 요크 대학교의 슐리히 경영 대학원에서 새로운 연구의 핵심 초점이었습니다.,13,2
1990,아일랜드,NUI Galway,"Community Engagement
Water Stewardship Programme
NUI Galway is committed to the effective and
efficient use of water throughout the campus
and the appropriate treatment, management
and disposal of wastewater. We are striving
to reduce our water usage and increase the
use of harvested rainwater through a series of
measures, including: water leakage detection
and repair programme, education and outreach,
process-related efficiency measures, greywater
and rainwater harvesting. As a participant in
the Water Stewardship Programme, we are
working in conjunction with Irish Water to
lower our water use and operating costs while
protecting the environment. The Sustainable
Water Partner badge demonstrates that key
staff have undertaken a course designed
to show leadership and set goals/targets in
reducing water consumption. Our NUI Galway
Water Stewardship Charter sets out our
commitment to maintain and achieve further
reductions in water usage on campus and to
highlight the importance of water as a critical
and limited resource. The Charter and our NUI
Galway Sustainability Strategy sets out our
commitment to reduce water usage on campus
by 10% by 2025 based on a 2018 baseline.",The aim of the Water Stewardship Programme is to reduce water usage and operating costs while protecting the environment., 물 관리 프로그램의 목표는 환경을 보호하면서 물 사용량과 운영 비용을 줄이는 것입니다.,6,2
1199,호주,Victoria,"Building energy use is estimated to
contribute 40% of the global energy
demand and to currently produce
one-third of global green house gas
emissions with the potential to double
by 2030. Current methods for using
computer simulations to optimise
building energy use for design or
retrofitting require a high number
of calculations. In Building energy
optimization using surrogate
model and active sampling , Keivan
Bamdad joined with Michael
Cholette and John Bell from
Queensland University of Technology
to develop method to calculate an
optimal solution with a lower
computational cost.",A new method has been developed to improve the energy efficiency of buildings., 건물의 에너지 효율을 향상시키는 새로운 방법이 개발되었습니다.,13,2
1373,캐나다,Manitoba,"Recycling at the University of Manitoba
The University of Manitoba has a comprehensive mixed
material blue bin program. On average, the Fort Garry
and Bannatyne campuses, divert over 140 tonnes
of mixed recyclables from landfill each school year
combined. In addition, the University has a variety of
other recycling streams such as batteries, construction
waste and small scale composting to reduce waste sent
to landfill from campus",Recycling at the University of Manitoba, 매니토바 대학교의 재활용,12,2
514,뉴질랜드,Auckland,"3D models for speedy solutions / Professor Olaf Diegel in the University’s Creative Design andAdditive Manufacturing Lab is focused on using 3D printing toaccelerate rapid product development, and developed a range of opensource products to try and help the world cope with the pandemic.These included cheap disposable face shields to alleviate thedistribution challenges that governments encountered with distributingPersonal Protective Equipment (PPE) gear. The lab also developedsome very simple widgets to help open doors without the use of hands,in an attempt to minimise the risk of transmission by contaminatedhands touching the face. For more acute respiratory emergencies, thelab developed a prototype emergency ventilator that allows doctors and nurses to free up their hands to do more critical work. Thanks to3D printing, the development time for this ventilator was less thantwo weeks to get to a working prototype. The files for all of these areavailable open-source from cdamlab.com to allow people in need tomake or adapt their own.","In the wake of the swine flu outbreak in Mexico and the United States, researchers at the University of Groningen in the Netherlands have been working on ways to help people affected by the virus.", 멕시코와 미국에서 돼지독감이 발생한 후 네덜란드 흐로닝언 대학의 연구원들은 바이러스에 감염된 사람들을 돕는 방법을 연구하고 있습니다.,12,2
