,국가,대학교명,내용,요약,요약번역,분류,5분류
0,영국,Leicester,"Prof. Vostanis’s research (Psychology) focuses on the impact of trauma on child mental health, with particular focus on low-income countries. ",Ioannis Vostanis is a professor of psychology at the University of Oxford., Ioannis Vostanis는 옥스포드 대학의 심리학 교수입니다.,1,1
1,영국,Leicester,"Efforts to improve sustainable crop development are being spearheaded by a collaboration between the University of Leicester, the Royal Botanic Gardens, Kew, and the University of Addis Ababa. Professor Pat Heslop-Harrison is leading an interdisciplinary project “Modelling and genomics resources to enhance exploitation of the sustainable and diverse Ethiopian starch crop Enset” where researchers are helping to enhance crop diversity for vulnerable populations. Their research focuses on the Ethiopian banana in order to better understand the crop species and its genetics. The crop has great potential for improving food security in Ethiopia and other parts of Africa, especially in areas affected by drought.  ",Researchers at the University of Leicester are working with scientists in Ethiopia to improve crop diversity and food security., 레스터 대학의 연구원들은 에티오피아의 과학자들과 협력하여 작물 다양성과 식량 안보를 개선하고 있습니다.,2,1
2,영국,Leicester,"Prof Sally Singh is directing RECHARGE that focuses on developing, testing and delivering suitable pulmonary rehabilitation programmes in low and middle income countries. This low cost, high impact healthcare intervention reverses the disability associated with lung disease by offering supervised exercise training and disease education, which supports patients to manage their condition. The aim of the Programme is to build on existing expertise within the UK and the wider global health community to support outstanding research that addresses health issues affecting the poorest and most vulnerable people. ",The University of Aberdeen's School of Public Health has launched a new global health research programme., University of Aberdeen's School of Public Health는 새로운 글로벌 건강 연구 프로그램을 시작했습니다.,3,1
3,영국,Leicester,"The London to Leicester partnership scheme has been going over three years with 17 schools and colleges around Greater London based on student Polar3 postcodes. The L2L partners are empowered to select a student who has chosen UoL as their firm choice University to receive a University of Leicester scholarship, a travel grant of £500 to come to our Taster Conference in June and priority access to our information, advice and guidance. The scheme has proved to be extremely popular - we have seen an increase of around 60% in applications and registrations from these schools and colleges.",The University of Leicester (UoL) is delighted to announce the launch of a new partnership scheme with schools and colleges in London., University of Leicester(UoL)는 런던의 학교 및 대학과 새로운 파트너십 계획의 시작을 발표하게 된 것을 기쁘게 생각합니다.,4,1
4,영국,Leicester,"Dr Eugenia Caracciolo di Torella from Leicester Law School has jointly authored a report to the European Commission on the potential impact of the collaborative economy on gender equality. The study argues that the collaborative economy has the potential to affect the principle of gender equality in many respects, and as it continues to develop, these will become more apparent. It is clearly time to acknowledge and regulate the potential impact that the collaborative economy may have on gender equality. ","The collaborative economy has the potential to affect the principle of gender equality in many respects, and as it continues to develop, these will become more apparent."," 협력 경제는 여러 측면에서 성평등 원칙에 영향을 미칠 수 있는 잠재력을 가지고 있으며, 계속 발전할수록 이러한 점은 더욱 분명해질 것입니다.",5,1
5,영국,Leicester,Three members of the Business School wrote the Government Equalities Office report ‘The effects of menopause transition on women’s economic participation in the UK’. This resulted in Leicester becoming the first university in the UK to have a menopause policy.,A group of students from the Business School at the University of Leicester have made history by being the first in the UK to have a menopause policy., 레스터 대학교 경영대학원 학생들이 영국에서 최초로 폐경 정책을 시행함으로써 역사를 만들었습니다.,5,1
6,영국,Leicester,"3,343 people worldwide registered for the Concepts in Sustainable Development MOOC, a multi-disciplinary look at sustainable development which touches on topics such as complexity, entropy and inequalities. The course ran over 6 weeks with content being delivered by a series of short video lectures, articles and external resources for further learning. The course was open to the general public and was accessed through Futurelearn, which allowed a global audience. This resulted in an engaging discussion in the comments section after every step.","A massive open online course ( MOOC) run by the University of Aberdeen has been described as ""one of the most successful ever""."," University of Aberdeen에서 운영하는 대규모 공개 온라인 과정(MOOC)은 ""가장 성공적인 과정 중 하나""로 묘사되었습니다.",4,1
7,영국,Leicester," The University of Leicester is a selective university with the most consistent commitment to widening participation. Unlike most selective universities we have consistently recruited the expected numbers of students from state education, low participation neighbourhoods and lower socio-economic households. Every year we welcome thousands of children, young people, parents, carers and teachers onto campus for activities designed to promote higher education and its potential benefits. We proactively visit local schools and colleges in areas of disadvantage to help teachers raise aspirations of young children and prepare older pupils for applying to universities in the near future. ",The University of Leicester is a selective university with the most consistent commitment to widening participation., University of Leicester는 참여 확대에 가장 일관된 노력을 기울이는 선별적인 대학입니다.,4,1
8,영국,Leicester,The Staff Health & Wellbeing Strategy provides support and advice including: active/healthy life; emotional wellbeing; health promotion; social events/clubs; benefits and rewards; and positive environment.,"The aim of the strategy is to improve the health, well-being and productivity of staff."," 이 전략의 목표는 직원의 건강, 웰빙 및 생산성을 향상시키는 것입니다.",3,1
9,영국,Leicester,"The Leicester Diabetes Centre, a partnership and collaboration between Leicester’s Hospitals and the University of Leicester, have developed a course called A Safer Ramadan, which is open to everyone with type 2 diabetes across the city who wish to observe the holy month.",People with type 2 diabetes in Leicester are being offered advice on how to keep their condition under control during the Muslim holy month of Ramadan.,레스터에서 제2형 당뇨병을 앓고 있는 사람들은 이슬람 성월인 라마단 기간 동안 자신의 상태를 통제하는 방법에 대한 조언을 받고 있습니다.,3,1
