,국가,대학교명,내용,요약,요약번역,분류,5분류
0,영국,Leicester,"The Leicester Hate Crime Project is Britain’s biggest ever study of hate crime victimisation – uncovering new insights into the nature and forms of these acts and their impact upon victims, families and wider communities.",Victims of hate crimes in Leicester are being asked to share their stories and experiences to help shape the city’s future., 레스터에서 증오 범죄의 피해자들은 도시의 미래를 형성하는 데 도움이 되는 이야기와 경험을 공유하도록 요청받고 있습니다.,16,4
1,영국,Leicester,"The University is proud to be a principle partner of Leicester Citizens, a large and diverse alliance of active citizens and leaders from local institutions who are committed to working together for common good.","The University of Leicester is proud to be a principle partner of Leicester Citizens, a large and diverse alliance of active citizens and leaders in local institutions who are committed to working together for common good.", University of Leicester는 공동선을 위해 함께 일하기 위해 노력하는 지역 기관의 활동적인 시민과 지도자들로 구성된 크고 다양한 연합인 Leicester Citizens의 주요 파트너임을 자랑스럽게 생각합니다.,16,4
2,이탈리아,Bologna,"The University of Bologna widely supports the goalsand activities of the Magna Charta Observatory ofFundamental Values and Rights (MCO) signed by889 Universities from 88 countries. Since 1988, theMagna Charta Observatory is the global guardian offundamental university values set out in the MagnaCharta Universitatum and assists universities andhigher education systems to operate effectively inaccordance with the values of academic freedomand institutional autonomy as a guideline for goodgovernance and self-understanding of universities inthe future.",The University of Bologna supports the goals and activities of the Magna Charta Observatory ofFundamental Values and Rights (MCO) signed by889 Universities from 88 countries.,볼로냐 대학교는 88개국의 889개 대학교가 서명한 기본적 가치와 권리(MCO)의 마그나 차르타 관측소의 목표와 활동을 지원합니다.,16,4
3,이탈리아,Bologna,"During the three-days event on welfare organizedby the Municipality of Bologna, the University ofBologna presented its training, research and thirdmission activities, with a particular focus on theissues of working wellbeing, inclusion, right to study,cooperation for development and sustainability.","An international conference on working wellbeing was held in Bologna, Italy.", 일하는 웰빙에 관한 국제회의가 이탈리아 볼로냐에서 개최되었습니다.,16,4
4,이탈리아,Bologna,"In the website of the Alma Mater all the istitutionaldocumets and regulations, including planning andreporting documents are accessible and available.Also, the Univesrity of Bologna has signed theBerlin Declaration on open access to knowledge inthe Sciences and Humanities.",The Alma Mater of Bologna has become the first university in Italy to make all its documents available online., 볼로냐의 모교는 모든 문서를 온라인으로 제공하는 이탈리아 최초의 대학이 되었습니다.,16,4
5,이탈리아,Bologna,"The University of Bologna widely supports the goals and activities ofthe Magna Charta Observatory of Fundamental Values and Rights(MCO) signed by 889 Universities from 88 countries.Since 1988, the Magna Charta Observatory is the global guardianof fundamental university values set out in the Magna ChartaUniversitatum and assists universities and higher education systemsto operate effectively in accordance with the values of academicfreedom and institutional autonomy as a guideline for goodgovernance and self-understanding of universities in the future.",The University of Bologna supports the goals and activities of the Magna Charta Observatory of Fundamental Values and Rights (MCO) signed by 889 Universities from 88 countries.,볼로냐 대학교는 88개국의 889개 대학교가 서명한 마그나 차르타 기본 가치 및 권리 관측소(MCO)의 목표와 활동을 지원합니다.,16,4
6,이탈리아,Bologna,"In University of Bologna website all the institutional documents and regulations, including planning and reporting documents are accessible and available. Also, the University of Bologna has signed the Berlin Declaration on open access to knowledge in the Sciences and Humanities.",The University of Bologna is an Open University., 볼로냐 대학교는 개방형 대학교입니다.,16,4
7,캐나다,Waterloo,"PROMOTE PEACEFUL AND INCLUSIVE SOCIETIES FOR SUSTAINABLE DEVELOPMENT, PROVIDE ACCESS TO JUSTICE FOR ALL
AND BUILD EFFECTIVE, ACCOUNTABLE AND INCLUSIVE INSTITUTIONS AT ALL LEVELS
SDG 16 has goals of reducing violence, organized crime and corruption; ending abuse and exploitation; developing participatory practices
and strong, transparent institutions; and protecting fundamental freedoms. Work on SDG 16 can be seen in the University of Waterloo’s
work on peace promotion and effective global governance while advancing an inclusive governance structure,
robust policies, and ethical conduct guidelines on campus.",The United Nations Population Fund (Unicef) has awarded the University of Waterloo a three-year grant to support its work on peace promotion and effective global governance.,유엔 인구 기금(유니세프)은 평화 증진과 효과적인 글로벌 거버넌스에 대한 작업을 지원하기 위해 워털루 대학교에 3년 보조금을 수여했습니다.,16,4
8,캐나다,Waterloo,"Grebel Peace Incubator The Grebel Peace Incubator advances expansive
and innovative understandings and practices of peace, locally and globally. They link new ventures to social innovation tools that help unpack complex human problems. Their expertise in thinking and working politically helps new ventures engage governments and transform systems. New ventures in the incubator thrive within a culture of inclusion, collaboration, and community-mindedness.","New ventures in the incubator thrive within a culture of inclusion, collaboration, and community-mindedness."," 인큐베이터의 새로운 벤처는 포용, 협업 및 커뮤니티 마인드의 문화 내에서 번창합니다.",16,4
9,캐나다,Waterloo,"Balsillie School of
International Affairs
The Balsillie School of International Affairs (BSIA) is an institute for advanced research, education, and outreach in the fields of global governance and international public policy. As an affiliate member of the Association of Professional Schools of International Affairs, they are a global network of scholars, practitioners, and students with a mission to develop new solutions to humanity’s critical problems, to improve global governance now and in the future, and to contribute to enhancing the quality of people’s lives around the world.","The Balsillie School of International Affairs is an institute for advanced research, education, and outreach in the fields of global governance and international public policy."," Balsillie 국제 문제 학교는 글로벌 거버넌스 및 국제 공공 정책 분야의 고급 연구, 교육 및 봉사 활동을 위한 연구소입니다.",16,4
