,국가,대학교명,내용,요약,요약번역,분류,5분류
0,영국,Leicester,"Leicester was one of the first UK HE institutions to sign the SDG Accord, the University and College Sector’s Collective Response to the SDGs.",The University of Leicester has become one of the first UK higher education (HE) institutions to commit to the Sustainable Development Goals (SDGs).,University of Leicester는 지속 가능한 개발 목표(SDGs)에 전념하는 최초의 영국 고등 교육(HE) 기관 중 하나가 되었습니다.,17,5
1,영국,Leicester,"As one of the first UK institutions to embrace the SDGs strategically and to develop rigorous mapping of our activities, the University has run several webinars and sector workshops to assist other HE institutions in their SDG journeys.",The UN's Sustainable Development Goals (SDGs) aim to improve the lives of the world's poorest and most vulnerable by 2030.,UN의 지속 가능한 개발 목표(SDGs)는 2030년까지 세계에서 가장 가난하고 취약한 사람들의 삶을 개선하는 것을 목표로 합니다.,17,5
2,영국,Leicester,"The University hosted the 14th biennial international Conference on Communication and Environment in 2017 where the theme was ‘Democracy, Borders and Public/Political Engagement: Challenges for Environmental Communication’. This brought together leading environmental communication scholars and practitioners from around the world for four days of presentations and discussions about how best to address the key challenges facing the environment and environmental communication in these times of rapidly shifting political landscapes.","The University of Aberdeen hosted the 14th biennial international Conference on Communication and Environment in 2017 where the theme was ‘Democracy, Borders and Public/Political Engagement: Challenges for Environmental Communication’.","University of Aberdeen은 2017년에 '민주주의, 국경 및 공공/정치적 참여: 환경 커뮤니케이션을 위한 도전'이라는 주제로 격년제로 제14회 커뮤니케이션 및 환경 국제 컨퍼런스를 개최했습니다.",17,5
3,남아프리카 공화국,Pretoria,"A systematic approach to partnering To address partnerships between UP and international partners, UP established both an International Cooperation Division (2003) and an office for International Strategic Partnerships (2019). UP’s Division for International Cooperation keeps a database of both current, expiring, and legacy partnerships and their nature. Also noted is the type of agreement (institutional, or by faculty name); the dates of the agreements; and comments about the nature of the agreement in terms of academic exchange, staff and student mobility. Every institution with whom UP would seek to enter an institutional agreement is categorised by country. This allows us to see the concentration of agreements and partnerships more easily. A background report is prepared on every single institution that UP, at any level, would seek to partner with. Types of information that the report contains typically include: • Collaboration by co-authored publications (according to Scival), per: - UP researcher author/s, including number of co-authored publications, citations, citations per publication, and the authors at the partner university; and, - Subject area and number of publications. • A listing of research undertaken at the partner institution is conducted including research entities, key themes and focus areas, as well as lists of centres, institutes, and focus groups. • Each report contains an overview of the partner institution. These reports take the self-awareness of the institution into context, before connecting the dots of all the resources potentially available to address complex challenges. By using a contextual approach, we understand the complex interplays between us, our partners, and the challenges we seek to address through the partnership.",The University of Pennsylvania (UP) has a long tradition of partnering with international institutions., University of Pennsylvania(UP)는 국제 기관과 협력하는 오랜 전통을 가지고 있습니다.,17,5
4,남아프리카 공화국,Pretoria,"Taking partnering to the next level The Office for International Strategic Partnerships (ISP) aims to engage partners who would provide mutual benefit in attaining UP’s vision —“to be the leading African global university”—and goals, as set out in UP’s Strategic Plan—2025. The process that ISP follows is encapsulated in the Africa-Global University Project (AGUP) strategy, a nested strategy for the achievement of UP’s Strategic Plan—2025. This was approved by the University’s Executive in November 2020. AGUP is a transformative initiative that seeks to reimagine UP’s approach to collective partnerships, and prioritises building an institution that is firmly focused on internationally recognised and high-quality scholarship while contributing to thoughtful development in South Africa, Africa and globally. This approach to inclusive partnerships with multiple stakeholders and networks within and beyond universities, and across continents, is critical because the multiplicity of current local and global challenges is complicated, intersectoral, and require transdisciplinary co-production of knowledge and co-innovation of solutions. In this way we can be relevant and truly responsive to the current and future challenges facing society. In 2020, the University signed 35 new agreements between universities from Brazil, Japan, Russia, Canada, Norway, Germany, Sweden, Austria, Italy, Switzerland, Belgium, Tanzania, USA, Australia, Ecuador, and the Netherlands. This was at both institutional and faculty level, and various agreements were addended with student and staff exchanges or for joint supervision.",The Office for International Strategic Partnerships (ISP) seeks to engage partners who would provide mutual benefit in attaining UP’s vision., ISP(국제 전략적 파트너십 사무소)는 UP의 비전을 달성하는 데 상호 이익을 제공할 파트너를 참여시키려고 합니다.,17,5
5,남아프리카 공화국,Pretoria,"Partnering to leverage knowledge Beyond the AGUP strategy, the Albert Luthuli Leadership Institute (ALLI) hosts the SDG Hub, funded in part by the Department of Science and Innovation and the German International Cooperation Agency. It is also part of the UN’s Sustainable Development Solutions Network and the Global Partnership for Effective Development Co-operation Global Partnership Initiative. Hosted within ALLI, the South African SDG Hub aggregates the best and most relevant South African research related to the SDGs. The strategic objectives of the hub include enabling access to relevant, useful, and reliable knowledge resources; providing policy advice; promoting dialogue; and building capacity. Its machinelearning-based classification tool automatically classifies research in terms of one or more SDGs, equipping leaders with the most relevant knowledge. This enables working with multilateral institutions, governments, and companies to accelerate the implementation of SDGs.",The South African Hub aims to accelerate the implementation of the Sustainable Development Goals (SDGs) in South Africa., 남아프리카 허브는 남아프리카에서 지속 가능한 개발 목표(SDGs)의 이행을 가속화하는 것을 목표로 합니다.,17,5
6,남아프리카 공화국,Pretoria,"Partnerships to create new knowledge The effective and targeted capacity development in developing countries is at the core of many UP projects. In 2020, the UKRI Global Challenges Research Fund awarded UP, the University of Leeds (UK), and the Food and Agriculture Research and Policy Analysis Network (FANRPAN), a R50 million grant to enhance research for sustainable food systems in Africa. This project takes an innovative and collaboration-based approach to supervising early-career research fellows with one supervisor from the University of Leeds, one from the home institution of the fellow, and a supervisor from UP. These research triads are a fundamental unit of collaboration-based transformation in the higher education space. It provides valuable and multiple perspectives, both local, continental, and internationally on research approaches. This speaks to development, as the project works across 10 from six developing countries: Ghana, Kenya, South Africa, Malawi, Tanzania, and Zambia. UP is a member of the African Research Universities Alliance (ARUA), an alliance of 16 research universities across 10 countries in Africa with diverse historical contexts, seeking to play a leading role in increasing the quality of research through collaboration and peer-learning models. The alliance acknowledges the fact that partnerships and networking have become essential to leverage resources for greater impact. ARUA makes use of the centres of excellence (CoEs) model to enhance research and capacitybuilding in researchers across the continent. Member universities host CoEs that operate on the principles of partnership, enhanced research, and capacity-building. The interdisciplinary working of the centres are shaped by the nature of the challenges they seek to address. They are focal points for world-class researchers undertaking cuttingedge research. ARUA and the Association of Commonwealth Universities (ACU) have agreed to a future of Africa-UK research funding through partnerships.",The University of Pretoria (UP) is at the forefront of research and capacity-building in Africa., 프리토리아 대학교(UP)는 아프리카 연구 및 역량 강화의 최전선에 있습니다.,17,5
7,남아프리카 공화국,Pretoria,"Partnering for impact The Michigan State University (MSU) Alliance for African Partnerships (AAP) is a consortium of MSU, 10 leading African universities, and a distinguished network of African research institutes. AAP members are committed to working in equitable partnership to transform lives and address global challenges. The AAP builds on MSU’s long-term engagement in Africa, building on the foundation laid by the African Studies Centre and evolving models of engagement in line with AAP’s guiding principles of accountability, equity, inclusivity, sustainability, and transparency.","The Michigan State University Alliance for African Partnerships (AAP) is a consortium of 10 leading African universities, and a distinguished network of African research institutes.",Michigan State University Alliance for African Partnerships(AAP)는 10개의 주요 아프리카 대학의 컨소시엄이며 아프리카 연구 기관의 뛰어난 네트워크입니다.,17,5
8,이탈리아,Bologna,University Corridors for Refugees (Ethiopia-Unibo 2019-21). The initiative was created to allow refugeestudents in Ethiopia to continue their academic career at the University of Bologna. The project ispromoted by the Alma Mater and UNHCR Italy - UN Agency for Refugees and carried out thanks to thesupport of many partners.,The Alma Mater of the University of Bologna and the UN Refugee Agency (UNHCR) have launched an initiative to allow refugee students from Ethiopia to study at the university., 볼로냐 대학의 모교와 유엔난민기구(UNHCR)는 에티오피아에서 온 난민 학생들이 대학에서 공부할 수 있도록 하는 이니셔티브를 시작했습니다.,17,5
9,이탈리아,Bologna,"AlmaEngage is a virtual structure designed tomonitor, support and promote all the initiatives ofdevelopment cooperation and social engagementof the University of Bologna at both the local andinternational levels. As such, AlmaEngage is part of abroader process by which universities are enlargingtheir scope. Within this process, universities activelyengage in social and public issues and transferknowledge benefitting society as a whole.This virtual structure aims to promote and carry outinitiatives that sensitize and stimulate academicand non-academic stakeholders to developmentcooperation.Thanks to AlmaEngage, the University of Bolognacollaborated with international NGOs to identifyopportunities for student mobility withindevelopment cooperation projects.In particular, the Field Work international mobilityprogram represents an opportunity for students towork at NGOs (organized non-governmental) or otherinstitutions within the field of developmentcooperation. Within this program students carry out“on the field” activities in developing and emergingcountries where these NGOs or institutions are active",AlmaEngage is a virtual structure designed to support and promote all the initiatives of the University of Bologna at both the local and international levels., AlmaEngage는 지역 및 국제 수준에서 볼로냐 대학의 모든 이니셔티브를 지원하고 홍보하기 위해 설계된 가상 구조입니다.,17,5
10,이탈리아,Bologna,"The Alma Mater Studiorum - Università di Bologna,in collaboration with the Ministry of Education,University and Research, under the aegis of theObservatory of the Magna Charta Universitatum,invites Rectors and academics to celebrate the 20thAnniversary of the Bologna Declaration.A unique appointment to reaffirm the fundamentalvalues on which the Higher Education Institutes arebased. Among the topics covered, civil and ethicalvalues, and sustainable development.","The Alma Mater Studiorum - Universit<unk> di Bologna, in collaboration with the Ministry of Education,University and Research, under the aegis of the Magna Charta Universitatum, invites Rectors and academics to celebrate the 20th anniversary of the Bologna Declaration.","The Alma Mater Studiorum - Universit<unk> di Bologna, in collaboration with the Ministry of Education,University and Research, under the aegis of the Magna Charta Universitatum, invites Rectors and academics to celebrate the 20th anniversary of the Bologna Declaration.",17,5
11,이탈리아,Bologna,Meeting promoted by the International Research Center on Global Citizenship Education of the University of Bologna. A discussion and a reflection at national level on the current state of dissemination and implementation of the Global Citizenship Education in school educational practices and beyond.,An international conference on Global Citizenship Education will be held in Bologna.,세계시민교육에 관한 국제회의가 볼로냐에서 개최됩니다.,17,5
