,국가,대학교명,내용,요약,요약번역,분류,5분류
0,영국,Leicester,"The University of Leicester is involved in a number of industrial collaborations that are leading the way in the search for alternative energy sources. One such example comes from our Condensed Matter Physics Research Group, who are developing thin and transparent photovoltaic film that can be applied to large surface areas, including windows.","Research at the University of Leicester is leading the way in the development of thin and transparent photovoltaic film that can be applied to large surface areas, including windows.",레스터 대학의 연구는 창문을 포함한 넓은 표면적에 적용할 수 있는 얇고 투명한 태양광 필름 개발에 앞장서고 있습니다.,7,3
1,영국,Leicester,Within the study ‘Resilient Pastoralism: Towards Sustainable Futures in Rangelands’ the University worked with locals and specialists in Kenya and Mongolia to study concepts of resilience in pastoral societies. Contemporary pastoralism supports the livelihoods of 500 million people worldwide and this research contributes toward a stable future for these societies by encouraging effective policy intervention.,Researchers at the University of Aberdeen have been investigating the role of pastoralism in sustainable development., 애버딘 대학의 연구원들은 지속 가능한 개발에서 목축의 역할을 조사해 왔습니다.,8,3
2,영국,Leicester,"The Universities of Leicester and Nairobi jointlyhosted a 2-day workshop in Nairobi, looking at waysto enhance the contribution of science, technologyand innovation to the delivery of the United Nation’s2030 Global Goals.","Researchers from the University of Leicester and the University of Nairobi have come together to look at ways to boost science, technology and innovation."," 레스터 대학과 나이로비 대학의 연구원들이 과학, 기술 및 혁신을 촉진하는 방법을 모색하기 위해 모였습니다.",9,3
3,영국,Leicester,"Library LED Project When a group of students analysed lighting in a number of main campus rooms, they presented the University with a proposal to save thousands of pounds and hundreds of tonnes of CO2. This led to a large scheme including a £1.3M project to replace lighting in the library that saved a fantastic 93% in energy costs.",A project led by students at the University of Aberdeen has saved the University thousands of pounds in energy costs., University of Aberdeen의 학생들이 주도한 프로젝트는 University of Aberdeen에서 수천 파운드의 에너지 비용을 절약했습니다.,9,3
4,영국,Leicester,"The Leicester Innovation Hub is a £5.1mprogramme invested in by the University ofLeicester and the European Regional DevelopmentFund (ERDF) and is a long term strategic Universityproject.Leicester Innovation Hub is the ‘front door’ tolaunching great ideas and also provides a dedicatedincubation and innovation space, making it easierfor companies to utilise innovation support,expertise and facilities",The Leicester Innovation Hub is a £5.1mprogramme invested in by the University of Leicester and the European Regional Development Fund (ERDF).,레스터 혁신 허브는 레스터 대학교와 유럽 지역 개발 기금(ERDF)이 투자한 £5.1m 프로그램입니다.,9,3
5,영국,Leicester,"The Leicester Award is an inspirational personal development programme for all students with a wide range of activities including volunteering and professional mentoring to develop confidence, resilience and decision making skills.",All Leicester University students are invited to apply for the Leicester Award., 모든 Leicester University 학생들은 Leicester Award를 신청할 수 있습니다.,8,3
6,영국,Leicester,The University’s Career Development Service won an award for the ‘Best University Employability Service’. Leicester is one of 9 universities that produce the most CEOs.,The University of Leicester has been recognised for its work with students looking to become chief executive officers (CEOs)., University of Leicester는 최고 경영자(CEO)가 되려는 학생들과 함께 일한 것으로 알려져 있습니다.,8,3
7,영국,Leicester,"The University’s Carbon Management Plan demonstrates the University of Leicester’s continued commitment towards reducing carbon emissions impact against its 2004/05 baseline. By taking actions as set out in the Carbon Management Action Plan, the University continues in its aim to reduce emissions from its activities and has already reduced by 15% despite growing in size.",The University of Leicester has become the first higher education institution in the UK to be awarded the Queen’s Award for Enterprise.,University of Leicester는 영국에서 최초로 Queen's Award for Enterprise를 수상한 고등 교육 기관이 되었습니다.,7,3
8,영국,Leicester,"The Centre for Black and Minority Ethnic Health acts as a centralised and coordinated repository of resources to support individuals and organisations undertaking research and healthcare delivery in partnership with black, Asian and ethnic minority (BAME) communities to help reduce health inequalities.","The aim of the Centre for Black and Minority Ethnic Health is to improve the health and well-being of black, Asian and ethnic minority people in the UK."," 흑인 및 소수 민족 건강 센터의 목표는 영국 내 흑인, 아시아인 및 소수 민족의 건강과 웰빙을 개선하는 것입니다.",10,3
9,영국,Leicester,"We are proud to be recognised as a top 100 employer in Stonewall’s Workplace Equality Index, which showcases the most inclusive UK workplaces for lesbian, gay, bi and trans staff. We have been a Stonewall Diversity Champion since 2013","We are proud to be a top 100 employer in Stonewall’s Workplace Equality Index, which showcases the most inclusive UK workplaces for lesbian, gay, bi and trans staff.","우리는 레즈비언, 게이, 양성애자 및 트랜스젠더 직원을 위한 가장 포괄적인 영국 직장을 보여주는 Stonewall의 직장 평등 지수에서 상위 100대 고용주가 된 것을 자랑스럽게 생각합니다.",10,3
